instance_id,image_id,category_id,area,bbox_x,bbox_y,bbox_w,bbox_h
278991,21767,24,521,333.0,202.0,41.0,322.0
278992,21767,33,1566,204.0,182.0,129.0,172.0
278993,21773,31,14608,416.0,285.0,75.0,315.0
278994,21773,31,11529,179.0,280.0,90.0,328.0
278995,21773,10,135507,179.0,59.0,312.0,808.0
278996,21773,27,6492,277.0,59.0,156.0,223.0
278997,21773,35,177,329.0,84.0,21.0,49.0
278998,21773,35,755,310.0,273.0,78.0,150.0
278999,21777,31,14662,208.0,228.0,60.0,325.0
279000,21777,1,22686,293.0,212.0,119.0,279.0
279001,21777,6,47936,221.0,461.0,176.0,442.0
279002,21777,33,907,293.0,213.0,80.0,79.0
279003,21777,23,1420,227.0,890.0,48.0,58.0
279004,21777,23,1407,287.0,858.0,81.0,51.0
279005,21777,24,7009,368.0,574.0,85.0,179.0
279006,21777,4,42520,198.0,207.0,238.0,387.0
279007,21791,6,47230,221.0,491.0,174.0,360.0
279008,21791,0,56923,187.0,186.0,251.0,337.0
279009,21791,32,3800,325.0,278.0,64.0,66.0
279010,21791,31,3407,187.0,220.0,43.0,123.0
279011,21791,31,3901,389.0,226.0,49.0,115.0
279012,21791,28,1741,264.0,186.0,99.0,56.0
279013,21791,23,4962,254.0,782.0,56.0,127.0
279014,21791,23,4853,298.0,848.0,63.0,109.0
279015,21791,32,571,228.0,491.0,33.0,31.0
279016,21791,32,518,354.0,493.0,38.0,22.0
279017,21792,14,3813,274.0,20.0,78.0,55.0
279018,21792,33,76,316.0,205.0,32.0,8.0
279019,21792,15,1198,350.0,155.0,45.0,93.0
279020,21792,15,731,258.0,154.0,46.0,44.0
279021,21792,31,7977,364.0,193.0,87.0,123.0
279022,21792,31,484,252.0,195.0,23.0,43.0
279023,21792,43,5223,233.0,215.0,126.0,140.0
279024,21792,41,290,282.0,235.0,29.0,26.0
279025,21792,41,1330,190.0,450.0,190.0,50.0
279026,21792,10,68128,164.0,177.0,287.0,432.0
279027,21792,43,7979,164.0,511.0,244.0,98.0
279028,21792,24,1498,206.0,580.0,148.0,57.0
279029,21792,23,308,282.0,874.0,11.0,59.0
279030,21792,23,4172,234.0,903.0,130.0,89.0
279031,21792,43,813,373.0,292.0,69.0,24.0
279032,21804,25,7127,281.0,192.0,121.0,147.0
279033,21804,31,15705,408.0,242.0,116.0,310.0
279034,21804,31,5914,205.0,265.0,67.0,300.0
279035,21804,9,92777,205.0,222.0,319.0,497.0
279036,21804,6,16415,273.0,633.0,130.0,203.0
279037,21804,23,4314,343.0,770.0,49.0,129.0
279038,21804,23,5252,289.0,828.0,59.0,119.0
279039,21804,28,1197,255.0,222.0,170.0,42.0
279040,21828,10,192320,125.0,329.0,459.0,613.0
279041,21828,33,4850,188.0,329.0,324.0,88.0
279042,21828,31,49616,125.0,507.0,187.0,371.0
279043,21828,31,29827,467.0,375.0,117.0,396.0
279044,21843,1,27788,314.0,382.0,171.0,293.0
279045,21843,33,2077,371.0,382.0,114.0,89.0
279046,21843,13,2686,387.0,455.0,42.0,105.0
279047,21843,32,1882,489.0,562.0,46.0,76.0
279048,21843,0,78149,186.0,349.0,393.0,569.0
279049,21843,31,9600,185.0,378.0,88.0,240.0
279050,21843,31,13573,502.0,467.0,77.0,336.0
279051,21843,28,7446,303.0,353.0,251.0,157.0
279052,21843,32,1087,427.0,698.0,39.0,41.0
279053,21843,32,1528,225.0,675.0,42.0,54.0
279054,21843,6,102553,100.0,649.0,418.0,374.0
279055,21843,19,1694,244.0,655.0,149.0,37.0
279056,21847,14,6669,263.0,121.0,166.0,106.0
279057,21847,4,40974,216.0,259.0,247.0,334.0
279058,21847,11,54677,250.0,314.0,179.0,556.0
279059,21847,23,4731,324.0,875.0,53.0,117.0
279060,21847,23,3614,253.0,879.0,86.0,97.0
279061,21847,24,4307,214.0,286.0,71.0,391.0
279062,21847,1,4313,322.0,307.0,61.0,126.0
279063,21847,30,483,425.0,280.0,26.0,32.0
279064,21847,30,64,295.0,266.0,10.0,12.0
279065,21847,29,3380,285.0,259.0,131.0,131.0
279066,21847,33,170,326.0,307.0,48.0,6.0
279067,21847,31,14450,374.0,305.0,89.0,288.0
279068,21847,31,5200,216.0,291.0,60.0,240.0
279069,21847,32,2912,254.0,454.0,38.0,88.0
279070,21847,32,3305,313.0,417.0,45.0,84.0
279071,21847,32,519,360.0,523.0,49.0,47.0
279072,21847,32,104,257.0,561.0,16.0,13.0
279073,21847,36,299,272.0,318.0,19.0,30.0
279074,21847,36,279,402.0,369.0,11.0,34.0
279075,21848,15,801,514.0,69.0,29.0,56.0
279076,21848,10,47215,329.0,316.0,395.0,365.0
279077,21848,33,26,468.0,354.0,8.0,6.0
279078,21848,17,9594,495.0,429.0,149.0,195.0
279079,21850,6,127107,170.0,626.0,453.0,397.0
279080,21850,42,64,284.0,694.0,8.0,9.0
279081,21850,32,5580,283.0,647.0,138.0,64.0
279082,21850,32,3486,170.0,681.0,45.0,128.0
279083,21850,1,269735,18.0,70.0,643.0,639.0
279084,21850,31,62513,18.0,104.0,241.0,561.0
279085,21850,31,22763,539.0,158.0,122.0,551.0
279086,21850,33,3875,283.0,70.0,192.0,63.0
279087,21850,35,62,487.0,670.0,10.0,19.0
279088,21851,33,340,291.0,225.0,65.0,20.0
279089,21851,37,359,291.0,238.0,28.0,25.0
279090,21851,37,290,338.0,236.0,26.0,24.0
279091,21851,23,2143,308.0,818.0,31.0,119.0
279092,21851,23,3554,346.0,806.0,40.0,119.0
279093,21851,10,98228,222.0,218.0,200.0,733.0
279094,21855,13,2142,246.0,134.0,105.0,35.0
279095,21855,0,13748,251.0,217.0,133.0,269.0
279096,21855,28,1868,251.0,217.0,122.0,74.0
279097,21855,4,165359,115.0,224.0,439.0,547.0
279098,21855,32,647,426.0,364.0,39.0,38.0
279099,21855,32,108,457.0,534.0,16.0,15.0
279100,21855,32,1891,207.0,527.0,56.0,35.0
279101,21855,32,2375,200.0,573.0,73.0,40.0
279102,21855,31,15946,465.0,262.0,89.0,360.0
279103,21855,31,25267,115.0,296.0,100.0,404.0
279104,21855,29,15947,224.0,224.0,192.0,287.0
279105,21855,6,58686,231.0,650.0,315.0,373.0
279106,21856,33,125,420.0,181.0,42.0,34.0
279107,21856,10,17199,318.0,181.0,194.0,205.0
279108,21856,31,102,463.0,263.0,49.0,44.0
279109,21856,31,3300,395.0,263.0,103.0,46.0
279110,21856,24,16107,252.0,210.0,212.0,249.0
279111,21856,23,515,417.0,581.0,63.0,38.0
279112,21856,23,1634,381.0,587.0,86.0,44.0
279113,21857,1,1481,319.0,230.0,41.0,81.0
279114,21857,33,207,319.0,230.0,41.0,9.0
279115,21857,0,2348,190.0,170.0,277.0,359.0
279116,21857,28,474,307.0,170.0,78.0,47.0
279117,21857,31,714,190.0,489.0,38.0,27.0
279118,21857,31,1092,430.0,495.0,37.0,34.0
279119,21857,4,67082,189.0,166.0,290.0,332.0
279120,21857,31,11805,422.0,219.0,57.0,279.0
279121,21857,31,9952,189.0,228.0,56.0,267.0
279122,21857,35,1577,286.0,188.0,113.0,261.0
279123,21857,32,537,405.0,338.0,17.0,73.0
279124,21857,32,687,230.0,335.0,16.0,69.0
279125,21857,28,699,286.0,166.0,126.0,35.0
279126,21857,6,81632,183.0,439.0,286.0,387.0
279127,21857,19,501,253.0,443.0,120.0,12.0
279128,21857,34,54,309.0,448.0,17.0,6.0
279129,21857,23,4097,295.0,929.0,89.0,83.0
279130,21857,23,3386,251.0,925.0,50.0,85.0
279131,21858,23,3052,472.0,577.0,71.0,94.0
279132,21858,23,1843,429.0,507.0,42.0,83.0
279133,21858,6,6312,450.0,448.0,76.0,147.0
279134,21858,24,3240,351.0,322.0,59.0,117.0
279135,21858,18,128,502.0,325.0,15.0,21.0
279136,21858,9,25922,378.0,184.0,163.0,292.0
279137,21858,32,28,433.0,327.0,4.0,8.0
279138,21858,31,7231,378.0,212.0,78.0,212.0
279139,21858,31,1816,499.0,196.0,25.0,157.0
279140,21858,29,1702,407.0,184.0,93.0,76.0
279141,21858,0,487,447.0,200.0,27.0,40.0
279142,21858,28,261,447.0,200.0,27.0,25.0
279143,21858,25,4734,406.0,169.0,110.0,130.0
279144,21858,13,592,445.0,158.0,64.0,29.0
279145,21858,15,32,458.0,107.0,10.0,5.0
279146,21859,23,2910,228.0,863.0,52.0,80.0
279147,21859,23,1825,266.0,948.0,47.0,44.0
279148,21859,6,53957,206.0,478.0,181.0,474.0
279149,21859,35,30,289.0,489.0,4.0,12.0
279150,21859,35,852,265.0,207.0,20.0,273.0
279151,21859,31,12395,145.0,180.0,64.0,329.0
279152,21859,31,12745,355.0,192.0,74.0,322.0
279153,21859,4,73390,145.0,175.0,284.0,339.0
279154,21859,33,572,236.0,175.0,97.0,37.0
279155,21860,31,6866,311.0,343.0,48.0,198.0
279156,21860,28,703,341.0,317.0,82.0,32.0
279157,21860,10,42671,311.0,317.0,183.0,338.0
279158,21863,33,1478,324.0,150.0,58.0,38.0
279159,21863,31,11946,219.0,185.0,52.0,318.0
279160,21863,31,10180,425.0,193.0,56.0,313.0
279161,21863,10,196938,188.0,150.0,331.0,815.0
279162,21863,23,1153,318.0,952.0,51.0,35.0
279163,21863,23,1141,366.0,937.0,39.0,39.0
279164,21863,24,2477,256.0,179.0,34.0,282.0
279165,21864,10,72038,298.0,313.0,218.0,595.0
279166,21864,33,57,373.0,313.0,31.0,11.0
279167,21864,19,955,326.0,479.0,130.0,24.0
279168,21864,24,10802,255.0,681.0,156.0,123.0
279169,21867,22,311,234.0,878.0,44.0,12.0
279170,21867,22,180,320.0,894.0,27.0,11.0
279171,21867,23,4894,243.0,888.0,112.0,78.0
279172,21867,23,4962,148.0,875.0,133.0,65.0
279173,21867,5,6820,246.0,367.0,100.0,145.0
279174,21867,32,145,292.0,432.0,32.0,10.0
279175,21867,31,14672,369.0,264.0,73.0,307.0
279176,21867,4,33855,205.0,232.0,237.0,339.0
279177,21867,31,1967,205.0,288.0,50.0,258.0
279178,21867,29,3280,228.0,232.0,140.0,220.0
279179,21867,13,1368,260.0,169.0,69.0,35.0
279180,21867,25,11631,235.0,215.0,122.0,251.0
279181,21867,0,615,260.0,344.0,82.0,158.0
279182,21867,6,42059,212.0,481.0,168.0,416.0
279183,21867,24,10658,290.0,474.0,166.0,149.0
279184,21868,1,41843,244.0,353.0,211.0,300.0
279185,21868,6,73194,237.0,659.0,349.0,364.0
279186,21868,32,2315,392.0,684.0,76.0,50.0
279187,21868,32,348,245.0,697.0,40.0,23.0
279188,21868,4,34417,185.0,514.0,372.0,303.0
279189,21868,31,11554,448.0,593.0,98.0,224.0
279190,21868,31,7737,185.0,558.0,100.0,153.0
279191,21868,33,1400,266.0,353.0,168.0,101.0
279192,21868,28,590,514.0,524.0,43.0,31.0
279193,21870,23,4084,271.0,891.0,56.0,96.0
279194,21870,23,5884,397.0,879.0,103.0,108.0
279195,21870,6,71592,236.0,402.0,226.0,496.0
279196,21870,32,630,245.0,425.0,30.0,50.0
279197,21870,1,38378,157.0,190.0,287.0,231.0
279198,21870,31,5453,157.0,198.0,87.0,128.0
279199,21870,31,2927,403.0,214.0,41.0,122.0
279200,21870,33,419,265.0,190.0,112.0,27.0
279201,21870,15,180,288.0,192.0,25.0,16.0
279202,21870,15,178,359.0,199.0,11.0,25.0
279203,21871,33,1219,208.0,212.0,95.0,101.0
279204,21871,1,33915,166.0,212.0,175.0,316.0
279205,21871,6,38892,147.0,509.0,191.0,277.0
279206,21871,24,21406,44.0,226.0,157.0,314.0
279207,21872,13,1479,290.0,69.0,73.0,45.0
279208,21872,10,78642,85.0,157.0,387.0,540.0
279209,21872,32,3447,136.0,390.0,82.0,68.0
279210,21872,33,2351,281.0,169.0,172.0,111.0
279211,21872,22,17401,62.0,615.0,112.0,280.0
279212,21872,22,6478,149.0,683.0,70.0,150.0
279213,21872,23,9932,19.0,833.0,130.0,182.0
279214,21872,23,5694,166.0,793.0,80.0,141.0
279215,21875,1,17750,625.0,239.0,145.0,166.0
279216,21875,33,219,677.0,239.0,47.0,6.0
279217,21875,31,2639,625.0,262.0,34.0,141.0
279218,21875,31,2637,739.0,261.0,31.0,144.0
279219,21875,7,7185,647.0,380.0,110.0,93.0
279220,21875,22,828,671.0,549.0,29.0,52.0
279221,21875,22,690,737.0,566.0,25.0,50.0
279222,21875,23,789,732.0,592.0,38.0,45.0
279223,21875,23,1000,664.0,580.0,45.0,41.0
279224,21877,8,151968,141.0,571.0,423.0,452.0
279225,21877,19,4797,242.0,548.0,169.0,61.0
279226,21877,1,39018,187.0,341.0,257.0,202.0
279227,21877,31,4624,396.0,380.0,48.0,163.0
279228,21877,31,6499,187.0,357.0,53.0,156.0
279229,21877,33,2752,216.0,341.0,226.0,39.0
279230,21877,15,429,264.0,185.0,24.0,56.0
279231,21881,31,1214,39.0,398.0,41.0,69.0
279232,21881,28,1175,121.0,300.0,149.0,50.0
279233,21881,31,1419,273.0,308.0,72.0,100.0
279234,21881,6,82514,169.0,445.0,428.0,354.0
279235,21881,23,3183,264.0,767.0,78.0,108.0
279236,21881,23,4154,527.0,710.0,130.0,101.0
279237,21881,0,35374,39.0,300.0,306.0,272.0
279238,21882,10,135070,150.0,260.0,296.0,725.0
279239,21882,33,1000,314.0,260.0,74.0,30.0
279240,21882,23,910,334.0,953.0,47.0,44.0
279241,21882,19,3488,283.0,433.0,136.0,262.0
279242,21883,23,679,404.0,765.0,21.0,53.0
279243,21883,10,61689,331.0,238.0,174.0,549.0
279244,21883,23,3578,364.0,704.0,50.0,126.0
279245,21883,33,382,339.0,303.0,133.0,26.0
279246,21885,31,17106,0.0,443.0,111.0,238.0
279247,21885,31,20481,492.0,443.0,155.0,229.0
279248,21885,33,2109,233.0,466.0,195.0,57.0
279249,21885,1,200618,0.0,440.0,647.0,583.0
279250,21886,23,1546,325.0,884.0,49.0,78.0
279251,21886,23,333,321.0,871.0,17.0,35.0
279252,21886,10,31817,250.0,294.0,198.0,310.0
279253,21886,33,20,346.0,294.0,4.0,5.0
279254,21886,28,1986,302.0,193.0,87.0,63.0
279255,21886,5,25737,271.0,193.0,150.0,231.0
279256,21886,32,1902,277.0,261.0,49.0,52.0
279257,21886,32,1881,372.0,266.0,44.0,53.0
279258,21886,24,1011,399.0,222.0,24.0,223.0
279259,21888,1,20848,268.0,194.0,166.0,205.0
279260,21888,33,487,298.0,198.0,88.0,75.0
279261,21888,6,77157,229.0,426.0,314.0,528.0
279262,21888,23,1906,463.0,931.0,96.0,37.0
279263,21888,23,2073,251.0,923.0,52.0,45.0
279264,21889,1,48036,174.0,175.0,201.0,345.0
279265,21889,33,1632,226.0,175.0,106.0,70.0
279266,21889,6,38758,188.0,485.0,174.0,370.0
279267,21889,23,2021,273.0,803.0,39.0,120.0
279268,21889,23,3456,240.0,883.0,57.0,90.0
279269,21890,23,3921,148.0,836.0,82.0,144.0
279270,21890,23,4405,387.0,905.0,131.0,96.0
279271,21890,2,87431,212.0,164.0,287.0,480.0
279272,21890,8,32262,278.0,605.0,242.0,207.0
279273,21890,31,24232,296.0,237.0,153.0,322.0
279274,21890,33,2527,271.0,164.0,117.0,70.0
279275,21891,1,154,343.0,401.0,12.0,25.0
279276,21891,33,75,343.0,401.0,12.0,9.0
279277,21891,9,134200,173.0,269.0,353.0,551.0
279278,21891,31,15257,429.0,337.0,97.0,281.0
279279,21891,31,13649,173.0,349.0,84.0,254.0
279280,21891,32,4993,216.0,577.0,75.0,112.0
279281,21891,32,5251,397.0,576.0,78.0,108.0
279282,21891,29,10068,290.0,269.0,141.0,188.0
279283,21891,6,30116,277.0,800.0,234.0,223.0
279284,21891,23,218,396.0,1007.0,74.0,16.0
279285,21892,11,125613,150.0,266.0,259.0,682.0
279286,21892,33,348,221.0,266.0,145.0,8.0
279287,21892,31,10336,364.0,273.0,45.0,308.0
279288,21892,31,9611,150.0,273.0,69.0,285.0
279289,21892,23,885,239.0,941.0,44.0,29.0
279290,21892,23,2008,300.0,898.0,45.0,64.0
279291,21892,19,11834,207.0,410.0,167.0,271.0
279292,21894,14,8199,237.0,54.0,203.0,98.0
279293,21894,1,32264,211.0,197.0,255.0,192.0
279294,21894,31,2598,412.0,214.0,54.0,80.0
279295,21894,31,3171,211.0,212.0,56.0,83.0
279296,21894,33,357,289.0,197.0,99.0,19.0
279297,21894,7,56460,233.0,364.0,195.0,335.0
279298,21894,19,5622,282.0,373.0,92.0,241.0
279299,21895,31,2004,234.0,267.0,50.0,80.0
279300,21895,0,74809,195.0,267.0,258.0,485.0
279301,21895,14,13785,262.0,65.0,211.0,174.0
279302,21895,7,20856,288.0,646.0,215.0,174.0
279303,21895,32,2999,329.0,703.0,79.0,67.0
279304,21895,32,4870,427.0,686.0,71.0,95.0
279305,21895,31,6512,322.0,338.0,131.0,149.0
279306,21895,28,638,283.0,308.0,86.0,56.0
279307,21896,23,8039,154.0,810.0,113.0,156.0
279308,21896,23,8286,507.0,802.0,158.0,88.0
279309,21896,8,15346,117.0,537.0,203.0,140.0
279310,21896,2,42541,60.0,275.0,229.0,317.0
279311,21896,31,11883,75.0,318.0,132.0,187.0
279312,21896,31,3290,223.0,298.0,66.0,196.0
279313,21896,33,1085,98.0,275.0,95.0,49.0
279314,21896,15,101,186.0,357.0,17.0,17.0
279315,21896,15,76,205.0,360.0,21.0,18.0
279316,21896,15,12,130.0,175.0,6.0,2.0
279317,21896,15,10,125.0,169.0,7.0,4.0
279318,21897,15,36085,266.0,100.0,187.0,368.0
279319,21897,31,8661,213.0,281.0,56.0,228.0
279320,21897,31,3103,397.0,220.0,53.0,288.0
279321,21897,4,22266,213.0,259.0,237.0,259.0
279322,21897,32,1444,248.0,460.0,55.0,55.0
279323,21897,6,65580,234.0,460.0,185.0,483.0
279324,21897,23,203,353.0,928.0,11.0,44.0
279325,21898,24,5238,176.0,519.0,59.0,124.0
279326,21898,8,33264,212.0,460.0,198.0,221.0
279327,21898,31,12037,214.0,199.0,124.0,272.0
279328,21898,31,6303,408.0,254.0,74.0,286.0
279329,21898,33,442,372.0,197.0,85.0,51.0
279330,21898,1,52041,214.0,197.0,268.0,351.0
279331,21899,18,813,632.0,491.0,48.0,57.0
279332,21899,1,60382,189.0,446.0,287.0,324.0
279333,21899,33,1192,201.0,446.0,231.0,59.0
279334,21899,8,22031,219.0,677.0,296.0,244.0
279335,21901,1,6581,224.0,329.0,107.0,159.0
279336,21901,33,239,224.0,335.0,19.0,79.0
279337,21901,7,12662,214.0,483.0,133.0,145.0
279338,21901,32,582,302.0,522.0,29.0,29.0
279339,21901,32,1752,230.0,541.0,41.0,55.0
279340,21901,42,13,302.0,546.0,4.0,4.0
279341,21901,42,3,321.0,538.0,1.0,3.0
279342,21901,42,9,267.0,546.0,3.0,3.0
279343,21901,23,2551,232.0,894.0,118.0,42.0
279344,21901,23,4411,244.0,820.0,60.0,123.0
279345,21902,10,27063,451.0,338.0,151.0,343.0
279346,21902,33,126,477.0,346.0,96.0,32.0
279347,21903,23,1722,660.0,597.0,73.0,53.0
279348,21903,23,1826,747.0,415.0,66.0,72.0
279349,21903,8,11740,594.0,306.0,137.0,153.0
279350,21903,1,3882,593.0,210.0,98.0,141.0
279351,21903,33,7,628.0,231.0,7.0,10.0
279352,21904,23,2417,387.0,749.0,55.0,118.0
279353,21904,23,2768,324.0,790.0,58.0,107.0
279354,21904,33,1410,321.0,204.0,107.0,92.0
279355,21904,10,61767,233.0,204.0,280.0,337.0
279356,21904,31,11397,434.0,221.0,79.0,262.0
279357,21904,31,10008,233.0,239.0,82.0,246.0
279358,21905,18,823,624.0,563.0,46.0,38.0
279359,21905,24,15391,510.0,402.0,189.0,226.0
279360,21905,33,357,476.0,309.0,48.0,38.0
279361,21905,31,8111,340.0,246.0,85.0,231.0
279362,21905,10,65259,308.0,222.0,356.0,472.0
279363,21905,31,18217,580.0,222.0,84.0,344.0
279364,21905,23,14341,160.0,760.0,140.0,217.0
279365,21905,23,12755,291.0,801.0,118.0,207.0
279366,21906,33,610,297.0,239.0,130.0,29.0
279367,21906,10,58340,244.0,239.0,202.0,413.0
279368,21906,42,833,404.0,241.0,40.0,35.0
279369,21906,42,612,273.0,241.0,36.0,27.0
279370,21906,23,985,307.0,861.0,49.0,87.0
279371,21906,23,2002,327.0,881.0,46.0,105.0
279372,21907,8,117979,165.0,614.0,393.0,409.0
279373,21907,0,162726,95.0,248.0,432.0,631.0
279374,21907,31,34730,438.0,292.0,89.0,549.0
279375,21907,31,41066,95.0,320.0,126.0,559.0
279376,21907,28,3185,259.0,248.0,115.0,84.0
279377,21907,36,1071,425.0,273.0,65.0,37.0
279378,21907,36,54,179.0,312.0,11.0,9.0
279379,21907,37,108,422.0,313.0,12.0,12.0
279380,21907,37,52,218.0,329.0,9.0,10.0
279381,21908,10,104075,230.0,101.0,215.0,830.0
279382,21908,31,8335,344.0,183.0,101.0,187.0
279383,21908,31,3723,333.0,101.0,74.0,88.0
279384,21908,33,379,293.0,184.0,45.0,64.0
279385,21910,33,472,192.0,186.0,69.0,10.0
279386,21910,10,75760,111.0,177.0,213.0,516.0
279387,21910,23,1738,172.0,829.0,51.0,122.0
279388,21910,23,1734,203.0,919.0,46.0,81.0
279389,21911,10,134655,143.0,161.0,272.0,776.0
279390,21911,33,6966,217.0,161.0,116.0,118.0
279391,21911,23,1690,231.0,879.0,48.0,78.0
279392,21911,23,666,213.0,861.0,62.0,70.0
279393,21913,24,41282,392.0,398.0,232.0,529.0
279394,21913,33,708,235.0,390.0,151.0,32.0
279395,21913,19,9625,240.0,591.0,197.0,227.0
279396,21913,10,106795,204.0,390.0,256.0,605.0
279397,21915,33,2080,258.0,155.0,93.0,34.0
279398,21915,10,99046,193.0,155.0,290.0,514.0
279399,21915,23,475,362.0,852.0,17.0,66.0
279400,21915,23,1522,312.0,941.0,45.0,57.0
279401,21916,23,4300,286.0,831.0,64.0,110.0
279402,21916,23,3104,338.0,831.0,45.0,98.0
279403,21916,10,93981,198.0,256.0,251.0,540.0
279404,21916,31,3350,392.0,256.0,57.0,96.0
279405,21916,31,1882,198.0,287.0,32.0,104.0
279406,21916,33,137,270.0,275.0,68.0,9.0
279407,21916,19,1874,242.0,375.0,157.0,35.0
279408,21918,15,869,264.0,111.0,40.0,47.0
279409,21918,19,2081,176.0,333.0,179.0,284.0
279410,21918,23,553,286.0,733.0,33.0,21.0
279411,21918,33,745,259.0,215.0,90.0,70.0
279412,21918,10,52280,213.0,215.0,149.0,536.0
279413,21919,1,11035,394.0,367.0,112.0,154.0
279414,21919,31,2089,434.0,367.0,55.0,62.0
279415,21919,33,128,402.0,370.0,49.0,55.0
279416,21919,15,9,410.0,284.0,6.0,11.0
279417,21919,42,10,426.0,550.0,4.0,4.0
279418,21919,42,1,446.0,553.0,1.0,1.0
279419,21919,42,3,436.0,538.0,2.0,2.0
279420,21919,32,701,426.0,527.0,28.0,46.0
279421,21919,32,3024,343.0,534.0,72.0,60.0
279422,21919,7,13219,296.0,495.0,169.0,157.0
279423,21919,23,2730,315.0,923.0,114.0,61.0
279424,21919,23,3141,255.0,875.0,63.0,106.0
279425,21921,23,2017,321.0,856.0,55.0,83.0
279426,21921,23,983,309.0,827.0,37.0,73.0
279427,21921,24,7391,220.0,602.0,81.0,155.0
279428,21921,10,43727,268.0,326.0,161.0,355.0
279429,21921,33,1216,321.0,326.0,71.0,30.0
279430,21922,10,66989,265.0,216.0,155.0,598.0
279431,21922,33,319,282.0,268.0,123.0,46.0
279432,21922,23,849,356.0,792.0,41.0,65.0
279433,21922,23,823,317.0,805.0,37.0,65.0
279434,21926,33,222,501.0,353.0,60.0,21.0
279435,21926,1,53854,389.0,274.0,279.0,405.0
279436,21926,6,25484,394.0,611.0,276.0,124.0
279437,21926,18,748,668.0,652.0,46.0,27.0
279438,21927,13,2681,587.0,88.0,118.0,37.0
279439,21927,1,88542,460.0,186.0,384.0,443.0
279440,21927,31,5651,460.0,252.0,79.0,120.0
279441,21927,31,8722,736.0,186.0,108.0,119.0
279442,21927,33,1241,600.0,215.0,78.0,37.0
279443,21928,1,2270,521.0,272.0,64.0,176.0
279444,21928,33,246,531.0,272.0,52.0,12.0
279445,21928,29,6115,492.0,207.0,112.0,154.0
279446,21928,32,309,443.0,386.0,53.0,25.0
279447,21928,31,11858,589.0,264.0,131.0,257.0
279448,21928,31,9121,370.0,195.0,89.0,208.0
279449,21928,4,50531,370.0,190.0,350.0,331.0
279450,21928,19,592,501.0,448.0,49.0,21.0
279451,21928,34,149,521.0,448.0,20.0,21.0
279452,21928,6,16033,436.0,440.0,127.0,241.0
279453,21928,24,40155,212.0,347.0,306.0,272.0
279454,21931,10,20471,414.0,109.0,184.0,350.0
279455,21931,43,1690,542.0,297.0,56.0,146.0
279456,21931,43,4250,414.0,267.0,58.0,192.0
279457,21931,24,5278,451.0,116.0,107.0,299.0
279458,21931,43,476,435.0,109.0,64.0,61.0
279459,21931,23,1623,530.0,565.0,79.0,93.0
279460,21931,23,1731,346.0,537.0,83.0,120.0
279461,21932,23,3194,303.0,923.0,113.0,78.0
279462,21932,23,3300,157.0,770.0,74.0,126.0
279463,21932,21,11060,301.0,647.0,88.0,330.0
279464,21932,21,19392,193.0,622.0,257.0,246.0
279465,21932,10,37040,245.0,276.0,232.0,369.0
279466,21932,25,3082,262.0,256.0,113.0,95.0
279467,21932,17,5967,270.0,561.0,88.0,98.0
279468,21936,1,18083,245.0,204.0,199.0,158.0
279469,21936,31,1217,245.0,217.0,27.0,73.0
279470,21936,31,1033,416.0,224.0,28.0,68.0
279471,21936,33,320,302.0,204.0,82.0,20.0
279472,21936,24,14909,225.0,211.0,96.0,280.0
279473,21936,8,31513,268.0,353.0,167.0,260.0
279474,21936,23,1104,333.0,791.0,24.0,62.0
279475,21936,23,2543,306.0,839.0,38.0,88.0
279476,21938,33,641,254.0,254.0,72.0,21.0
279477,21938,10,149013,172.0,254.0,257.0,769.0
279478,21938,36,30651,189.0,334.0,240.0,411.0
279479,21939,10,161410,143.0,294.0,446.0,659.0
279480,21939,33,1510,200.0,392.0,280.0,122.0
279481,21940,33,3475,526.0,250.0,166.0,88.0
279482,21940,10,88438,371.0,235.0,365.0,532.0
279483,21941,13,571,466.0,135.0,45.0,22.0
279484,21941,10,20670,435.0,177.0,112.0,321.0
279485,21941,33,246,469.0,177.0,73.0,56.0
279486,21941,17,184,431.0,305.0,12.0,27.0
279487,21941,17,1125,491.0,298.0,58.0,33.0
279488,21941,23,253,477.0,572.0,22.0,52.0
279489,21941,23,845,494.0,565.0,36.0,61.0
279490,21943,15,5459,250.0,74.0,91.0,132.0
279491,21943,1,39305,198.0,186.0,293.0,298.0
279492,21943,43,7445,272.0,186.0,151.0,84.0
279493,21943,33,229,328.0,185.0,56.0,35.0
279494,21943,31,8093,404.0,242.0,87.0,241.0
279495,21943,31,8535,198.0,222.0,85.0,262.0
279496,21943,8,61071,182.0,369.0,310.0,333.0
279497,21943,22,2321,315.0,783.0,53.0,101.0
279498,21943,23,2376,312.0,826.0,49.0,84.0
279499,21943,22,2048,294.0,748.0,42.0,108.0
279500,21943,23,1227,296.0,782.0,36.0,84.0
279501,21944,23,3344,316.0,820.0,47.0,100.0
279502,21944,23,3246,345.0,767.0,47.0,130.0
279503,21944,21,7080,350.0,617.0,56.0,175.0
279504,21944,21,8469,287.0,611.0,59.0,213.0
279505,21944,8,10311,266.0,537.0,159.0,90.0
279506,21944,12,38710,234.0,272.0,199.0,285.0
279507,21944,31,3645,223.0,398.0,51.0,155.0
279508,21944,31,2943,414.0,309.0,43.0,258.0
279509,21944,33,218,340.0,324.0,22.0,14.0
279510,21944,15,2483,306.0,187.0,79.0,79.0
279511,21944,2,9809,223.0,309.0,234.0,275.0
279512,21945,10,156944,161.0,310.0,381.0,713.0
